Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Beverage product form (product.metafields.shopify.beverage-product-form),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Flavor (product.metafields.shopify.flavor),Package type (product.metafields.shopify.package-type),Soda variety (product.metafields.shopify.soda-variety),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mentos-fresh-dive-soft-gum-tidal-grape-flavour-44-pieces,Mentos Fresh Dive Soft Gum Tidal Grape Flavour 44 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0847,0.0,,0,continue,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/0fkym8-mentos_20fresh_20dive_20soft_20gum_20tidal_20grape_20flavour_2044_20pieces.png?v=1781343916,1,Mentos Fresh Dive Soft Gum Tidal Grape Flavour 44 Pieces,false,,,,,,,,,,kg,,,active
mentos-white-sugar-free-chewing-gum-peppermint-flavour-38-pieces,Mentos White Sugar Free Chewing Gum Peppermint Flavour 38 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0846,0.0,,0,continue,manual,7.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/6g2w46-mentos_20white_20sugar_20free_20chewing_20gum_20peppermint_20flavour_2038_20pieces.png?v=1781343916,1,Mentos White Sugar Free Chewing Gum Peppermint Flavour 38 Pieces,false,,,,,,,,,,kg,,,active
mentos-white-sugar-free-chewing-gum-tutti-frutti-flavour-38-pieces,Mentos White Sugar Free Chewing Gum Tutti Frutti Flavour 38 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0845,0.0,,0,continue,manual,7.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/wgwkar-mentos_20white_20sugar_20free_20chewing_20gum_20tutti_20frutti_20flavour_2038_20pieces.png?v=1781343915,1,Mentos White Sugar Free Chewing Gum Tutti Frutti Flavour 38 Pieces,false,,,,,,,,,,kg,,,active
mentos-white-sugar-free-chewing-gum-sweet-mint-flavour-38-pieces,Mentos White Sugar Free Chewing Gum Sweet Mint Flavour 38 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0844,0.0,,0,continue,manual,7.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/xh1-wy-mentos_20white_20sugar_20free_20chewing_20gum_20sweet_20mint_20flavour_2038_20pieces.png?v=1781343914,1,Mentos White Sugar Free Chewing Gum Sweet Mint Flavour 38 Pieces,false,,,,,,,,,,kg,,,active
mentos-white-sugar-free-chewing-gum-spearmint-flavour-72-pieces,Mentos White Sugar Free Chewing Gum Spearmint Flavour 72 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0843,0.0,,0,continue,manual,14.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/svap4d-mentos_20white_20sugar_20free_20chewing_20gum_20spearmint_20flavour_2072_20pieces.png?v=1781343914,1,Mentos White Sugar Free Chewing Gum Spearmint Flavour 72 Pieces,false,,,,,,,,,,kg,,,active
mentos-white-sugar-free-chewing-gum-strawberry-flavour-72-pieces,Mentos White Sugar Free Chewing Gum Strawberry Flavour 72 Pieces,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0842,0.0,,0,continue,manual,14.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qxnr24-mentos_20white_20sugar_20free_20chewing_20gum_20strawberry_20flavour_2072_20pieces.png?v=1781343912,1,Mentos White Sugar Free Chewing Gum Strawberry Flavour 72 Pieces,false,,,,,,,,,,kg,,,active
red-band-tutti-frutti-fruit-flavoured-candy,Red Band Tutti Frutti Fruit Flavoured Candy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0841,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/7a05zr-red_20band_20tutti_20frutti_20fruit_20flavoured_20candy.png?v=1781343912,1,Red Band Tutti Frutti Fruit Flavoured Candy,false,,,,,,,,,,kg,,,active
mentos-incredible-chew-soft-candy-strawberry-flavour,Mentos Incredible Chew Soft Candy Strawberry Flavour,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0840,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/z2pecd-mentos_20incredible_20chew_20soft_20candy_20strawberry_20flavour.png?v=1781343911,1,Mentos Incredible Chew Soft Candy Strawberry Flavour,false,,,,,,,,,,kg,,,active
mentos-incredible-chew-soft-candy-grape-flavour,Mentos Incredible Chew Soft Candy Grape Flavour,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0839,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qrlkbu-mentos_20incredible_20chew_20soft_20candy_20grape_20flavour.png?v=1781343910,1,Mentos Incredible Chew Soft Candy Grape Flavour,false,,,,,,,,,,kg,,,active
mentos-incredible-chew-soft-candy-green-apple-flavour,Mentos Incredible Chew Soft Candy Green Apple Flavour,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0838,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/wovm1v-mentos_20incredible_20chew_20soft_20candy_20green_20apple_20flavour.png?v=1781343909,1,Mentos Incredible Chew Soft Candy Green Apple Flavour,false,,,,,,,,,,kg,,,active
milk-flavour-chews-rich-and-creamy-gelatin-free,Milk Flavour Chews Rich and Creamy Gelatin Free,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0837,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/m0h5dy-milk_20flavour_20chews_20rich_20and_20creamy_20gelatin_20free.png?v=1781343908,1,Milk Flavour Chews Rich and Creamy Gelatin Free,false,,,,,,,,,,kg,,,active
chupa-chups-sour-belt-mixed-fruit-flavour-soft-and-chewy,Chupa Chups Sour Belt Mixed Fruit Flavour Soft and Chewy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0836,0.0,,0,continue,manual,1.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/s65m84-chupa_20chups_20sour_20belt_20mixed_20fruit_20flavour_20soft_20and_20chewy.png?v=1781343907,1,Chupa Chups Sour Belt Mixed Fruit Flavour Soft and Chewy,false,,,,,,,,,,kg,,,active
chupa-chups-melody-pops-strawberry-flavour,Chupa Chups Melody Pops Strawberry Flavour,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0835,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/xe22bf-chupa_20chups_20melody_20pops_20strawberry_20flavour.png?v=1781343907,1,Chupa Chups Melody Pops Strawberry Flavour,false,,,,,,,,,,kg,,,active
chupa-chups-melody-pops-cola-flavour,Chupa Chups Melody Pops Cola Flavour,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0834,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/fw76vq-chupa_20chups_20melody_20pops_20cola_20flavour.png?v=1781343906,1,Chupa Chups Melody Pops Cola Flavour,false,,,,,,,,,,kg,,,active
strawberry-lollipop,Strawberry Lollipop,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0833,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/0h8vmu-strawberry_20lollipop.png?v=1781343905,1,Strawberry Lollipop,false,,,,,,,,,,kg,,,active
fruittella-mixed-fruit-chewy-sweets-gelatin-free,Fruittella Mixed Fruit Chewy Sweets Gelatin Free,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0832,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/rso9o9-fruittella_20mixed_20fruit_20chewy_20sweets_20gelatin_20free.png?v=1781343904,1,Fruittella Mixed Fruit Chewy Sweets Gelatin Free,false,,,,,,,,,,kg,,,active
fruittella-strawberry-chewy-sweets-gelatin-free,Fruittella Strawberry Chewy Sweets Gelatin Free,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0831,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/wg0gdc-fruittella_20strawberry_20chewy_20sweets_20gelatin_20free.png?v=1781343903,1,Fruittella Strawberry Chewy Sweets Gelatin Free,false,,,,,,,,,,kg,,,active
fruittella-orange-chewy-sweets-with-fruit-juice,Fruittella Orange Chewy Sweets with Fruit Juice,"",Ayira Mini Mart,,Gums,Gums,true,Title,Default Title,,,,,,,,AYR-0830,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/i34wci-fruittella_20orange_20chewy_20sweets_20with_20fruit_20juice.png?v=1781343903,1,Fruittella Orange Chewy Sweets with Fruit Juice,false,,,,,,,,,,kg,,,active
takis-fuego-hot-chili-pepper-lime-tortilla-chips,Takis Fuego Hot Chili Pepper & Lime Tortilla Chips,"",Ayira Mini Mart,,Chips & Crisps,Chips & Crisps,true,Title,Default Title,,,,,,,,AYR-0829,0.0,,0,continue,manual,6.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/p-g6r6-takis_20fuego_20hot_20chili_20pepper_20.png?v=1781343902,1,Takis Fuego Hot Chili Pepper & Lime Tortilla Chips,false,,,,,,,,,,kg,,,active
lker-rondo-kremali-strawberry-cream-biscuits-61-g,Ülker Rondo Kremali Strawberry Cream Biscuits 61 g,"",Ayira Mini Mart,,Biscuits,Biscuits,true,Title,Default Title,,,,,,,,AYR-0828,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/h5wgj-_C3_BClker_20rondo_20kremali_20strawberry_20cream_20biscuits_2061_20g.png?v=1781343901,1,Ülker Rondo Kremali Strawberry Cream Biscuits 61 g,false,,,,,,,,,,kg,,,active
lker-hanimeller-cocoa-chips-cookies-82-g,Ülker Hanimeller Cocoa Chips Cookies 82 g,"",Ayira Mini Mart,,Biscuits,Biscuits,true,Title,Default Title,,,,,,,,AYR-0827,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/hop-cu-_C3_BClker_20hanimeller_20cocoa_20chips_20cookies_2082_20g.png?v=1781343900,1,Ülker Hanimeller Cocoa Chips Cookies 82 g,false,,,,,,,,,,kg,,,active
lker-albeni-bites-chocolate-bar-72-g,Ülker Albeni Bites Chocolate Bar 72 g,"",Ayira Mini Mart,,Biscuits,Biscuits,true,Title,Default Title,,,,,,,,AYR-0826,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/plrd7v-_C3_BClker_20albeni_20bites_20chocolate_20bar_20_E2_80_93_2072_20g.png?v=1781343900,1,Ülker Albeni Bites Chocolate Bar 72 g,false,,,,,,,,,,kg,,,active
relish-cashew-pistachio-oats-cookies-42-g,"Relish Cashew, Pistachio & Oats Cookies 42 g","",Ayira Mini Mart,,Biscuits,Biscuits,true,Title,Default Title,,,,,,,,AYR-0825,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/v-10zy-relish_20cashew_2C_20pistachio_20.png?v=1781343899,1,"Relish Cashew, Pistachio & Oats Cookies 42 g",false,,,,,,,,,,kg,,,active
lker-halley-milk-chocolate-coated-biscuit,Ülker Halley Milk Chocolate Coated Biscuit,"",Ayira Mini Mart,,Chocolates,Chocolates,true,Title,Default Title,,,,,,,,AYR-0824,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/61ex4u-_C3_BClker_20halley_20milk_20chocolate_20coated_20biscuit.png?v=1781343898,1,Ülker Halley Milk Chocolate Coated Biscuit,false,,,,,,,,,,kg,,,active
kinder-bueno-chocolate-bar-43-g,Kinder Bueno Chocolate Bar 43 g,"",Ayira Mini Mart,,Chocolates,Chocolates,true,Title,Default Title,,,,,,,,AYR-0823,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/0xqb5d-kinder_20bueno_20chocolate_20bar_2043_20g.png?v=1781343897,1,Kinder Bueno Chocolate Bar 43 g,false,,,,,,,,,,kg,,,active
kiddy-toys-rubber-chicken-toy,Kiddy Toys Rubber Chicken Toy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0822,0.0,,0,continue,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/fp00kd-kiddy_20toys_20_E2_80_93_20rubber_20chicken_20toy.png?v=1781343896,1,Kiddy Toys Rubber Chicken Toy,false,,,,,,,,,,kg,,,active
yupi-gummi-pizza,Yupi Gummi Pizza,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0821,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/j9z39r-yupi_20gummi_20pizza.png?v=1781343895,1,Yupi Gummi Pizza,false,,,,,,,,,,kg,,,active
yupi-burger-gummy-candy,Yupi Burger Gummy Candy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0820,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/mpb2ct-yupi_20burger_20gummy_20candy.png?v=1781343895,1,Yupi Burger Gummy Candy,false,,,,,,,,,,kg,,,active
pink-white-marshmallow-100-g,Pink & White Marshmallow 100 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0819,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/i4zbvr-pink_20.png?v=1781343894,1,Pink & White Marshmallow 100 g,false,,,,,,,,,,kg,,,active
borgat-tongue-paint-lollipops,Borgat Tongue Paint Lollipops,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0818,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/xtqti--borgat_20tongue_20paint_20lollipops.png?v=1781343893,1,Borgat Tongue Paint Lollipops,false,,,,,,,,,,kg,,,active
yupi-gummi-lunch,Yupi Gummi Lunch,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0817,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/dlkbfk-yupi_20gummi_20lunch.png?v=1781343892,1,Yupi Gummi Lunch,false,,,,,,,,,,kg,,,active
ice-cream-jam-filled-mallow-100-g,Ice Cream Jam Filled Mallow 100 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0816,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/76rmig-ice_20cream_20jam-filled_20mallow_20_E2_80_93_20100_20g.png?v=1781343892,1,Ice Cream Jam Filled Mallow 100 g,false,,,,,,,,,,kg,,,active
vigo-snow-ball-white-chocolate-300-g,Vigo Snow Ball White Chocolate 300 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0815,0.0,,0,continue,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/v6rag0-vigo_20snow_20ball_20white_20chocolate_20300_20g.png?v=1781343891,1,Vigo Snow Ball White Chocolate 300 g,false,,,,,,,,,,kg,,,active
milki-krowka-cream-fudge-candy-750-g,Milki Krowka Cream Fudge Candy 750 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0814,0.0,,0,continue,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/jiz4fm-milki_20krowka_20cream_20fudge_20candy_20750_20g.png?v=1781343890,1,Milki Krowka Cream Fudge Candy 750 g,false,,,,,,,,,,kg,,,active
haribo-chamallows-rubino-strawberry-marshmallow-70-g,Haribo Chamallows Rubino Strawberry Marshmallow 70 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0813,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/lcst-r-haribo_20chamallows_20rubino_20strawberry_20marshmallow_2070_20g.png?v=1781343889,1,Haribo Chamallows Rubino Strawberry Marshmallow 70 g,false,,,,,,,,,,kg,,,active
space-chupi-lollipop-20-units,Space Chupi Lollipop (20 Units),"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0812,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/wt-gvv-space_20chupi_20lollipop_20_2820_20units_29.png?v=1781343889,1,Space Chupi Lollipop (20 Units),false,,,,,,,,,,kg,,,active
leetak-kreetenes-almond-toffee-100-g,Leetak Kreetenes Almond Toffee 100 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0811,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/8dapod-leetak_20kreetenes_20almond_20toffee_20100_20g.png?v=1781343888,1,Leetak Kreetenes Almond Toffee 100 g,false,,,,,,,,,,kg,,,active
juice-dip-candy-strawberry-20g,Juice Dip Candy Strawberry 20g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0810,0.0,,0,continue,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/yxzcld-juice_20dip_20candy_20_E2_80_93_20strawberry_2020g.png?v=1781343888,1,Juice Dip Candy Strawberry 20g,false,,,,,,,,,,kg,,,active
triple-power-push-pop-candy-3-pops-in-1-15-g,Triple Power Push Pop Candy (3 Pops in 1) 15 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0809,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/amztlv-brain_20blasterz_20apple_2028_20g.png?v=1781343887,1,Triple Power Push Pop Candy (3 Pops in 1) 15 g,false,,,,,,,,,,kg,,,active
brain-blasterz-candy-spray-apple-flavour-28-ml,Brain Blasterz Candy Spray Apple Flavour 28 ml,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0808,0.0,,0,continue,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/f0f5x6-brain_20blasterz_20candy_20spray_20_E2_80_93_20apple_20flavour_2028_20ml.png?v=1781343886,1,Brain Blasterz Candy Spray Apple Flavour 28 ml,false,,,,,,,,,,kg,,,active
fizzy-tubes-sour-fizz-powder-15-g,Fizzy Tubes Sour Fizz Powder 15 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0807,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/ixlfkg-fizzy_20tubes_20sour_20fizz_20powder_2015_20g.png?v=1781343886,1,Fizzy Tubes Sour Fizz Powder 15 g,false,,,,,,,,,,kg,,,active
brain-blasterz-sour-powder-10-g,Brain Blasterz Sour Powder 10 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0806,0.0,,0,continue,manual,8.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/18nvwc-brain_20blasterz_20sour_20powder_2010_20g.png?v=1781343885,1,Brain Blasterz Sour Powder 10 g,false,,,,,,,,,,kg,,,active
brain-bitz-chew-bar-apple-flavour-20-g,Brain Bitz Chew Bar Apple Flavour (20 g),"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0805,0.0,,0,continue,manual,1.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/np9e-x-brain_20bitz_20chew_20bar_20_E2_80_93_20apple_20flavour_20_2820_20g_29.png?v=1781343885,1,Brain Bitz Chew Bar Apple Flavour (20 g),false,,,,,,,,,,kg,,,active
gremmers-mega-sour-gum-14-g,Gremmers Mega Sour Gum 14 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0804,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/wsj3to-gremmers_20mega_20sour_20gum_20_E2_80_93_2014_20g.png?v=1781343884,1,Gremmers Mega Sour Gum 14 g,false,,,,,,,,,,kg,,,active
screamers-megasaur-gum,Screamers Megasaur Gum,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0803,0.0,,0,continue,manual,1.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/t5q4hw-screamers_20megasaur_20gum.png?v=1781343884,1,Screamers Megasaur Gum,false,,,,,,,,,,kg,,,active
push-pop-candy-strawberry-flavour-15-g,Push Pop Candy Strawberry Flavour 15 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0802,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/gjxnqi-push_20pop_20candy_20_E2_80_93_20strawberry_20flavour_2015_20g.png?v=1781343882,1,Push Pop Candy Strawberry Flavour 15 g,false,,,,,,,,,,kg,,,active
juicy-drop-pop-cola-flavour-27-g,Juicy Drop Pop Cola Flavour 27 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0801,0.0,,0,continue,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/rum2tj-juicy_20drop_20pop_20_E2_80_93_20cola_20flavour_2027_20g.png?v=1781343882,1,Juicy Drop Pop Cola Flavour 27 g,false,,,,,,,,,,kg,,,active
juicy-drop-pop-raspberry-26-g,Juicy Drop Pop Raspberry 26 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0800,0.0,,0,continue,manual,9.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/3imn0v-juicy_20drop_20pop_20raspberry_20_E2_80_93_2026_20g.png?v=1781343881,1,Juicy Drop Pop Raspberry 26 g,false,,,,,,,,,,kg,,,active
brain-blasterz-sour-candy-brain-bitz-45,Brain Blasterz Sour Candy Brain Bitz 45,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0799,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/gx9x9x-brain_20blasterz_20sour_20candy_20_E2_80_93_20brain_20bitz_2045_a2d738a5-0567-443d-b1bf-54a7216fb4a2.png?v=1781343881,1,Brain Blasterz Sour Candy Brain Bitz 45,false,,,,,,,,,,kg,,,active
brain-blasterz-sour-powder-strawberry-flavour-10-g,Brain Blasterz Sour Powder (Strawberry Flavour) 10 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0798,0.0,,0,continue,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/lerge8-brain_20blasterz_20sour_20powder_20_28strawberry_20flavour_29_20_E2_80_93_2010_20g.png?v=1781343880,1,Brain Blasterz Sour Powder (Strawberry Flavour) 10 g,false,,,,,,,,,,kg,,,active
roller-blaster-sour-liquid-candy-rol-blue-raspberry-60-ml,Roller Blaster Sour Liquid Candy Rol Blue Raspberry 60 ml,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0797,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/gzu626-roller_20blaster_20sour_20liquid_20candy_20rol_20blue_20raspberry_2060_20ml.jpg?v=1781343879,1,Roller Blaster Sour Liquid Candy Rol Blue Raspberry 60 ml,false,,,,,,,,,,kg,,,active
triple-power-push-pop-candy,Triple Power Push Pop Candy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0796,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/octtdn-triple_20power_20push_20pop_20candy.png?v=1781343879,1,Triple Power Push Pop Candy,false,,,,,,,,,,kg,,,active
screamerz-big-lick-sour-candy-rolle-purple-razz-60-ml,Screamerz Big Lick Sour Candy Rolle Purple Razz 60 ml,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0795,0.0,,0,continue,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/i0-pj4-screamerz_20big_20lick_20sour_20candy_20rolle_20purple_20razz_2060_20ml.jpg?v=1781343878,1,Screamerz Big Lick Sour Candy Rolle Purple Razz 60 ml,false,,,,,,,,,,kg,,,active
cats-pop-candy-toy,Cats Pop Candy Toy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0794,0.0,,0,continue,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/zy9j9e-cats_20pop_20candy_20toy.png?v=1781343877,1,Cats Pop Candy Toy,false,,,,,,,,,,kg,,,active
crazy-bottle-pop-apple-candy-25-g,Crazy Bottle Pop Apple Candy 25 g,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0793,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/dtn-s3-crazy_20bottle_20pop_20apple_20candy_2025_20g.png?v=1781343877,1,Crazy Bottle Pop Apple Candy 25 g,false,,,,,,,,,,kg,,,active
pop-plier-candy-toy,Pop Plier Candy Toy,"",Ayira Mini Mart,,Candy,Candy,true,Title,Default Title,,,,,,,,AYR-0792,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/bhdm-o-pop_20plier_20candy_20toy.png?v=1781343876,1,Pop Plier Candy Toy,false,,,,,,,,,,kg,,,active
