Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Beverage product form (product.metafields.shopify.beverage-product-form),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Flavor (product.metafields.shopify.flavor),Package type (product.metafields.shopify.package-type),Soda variety (product.metafields.shopify.soda-variety),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
test-product-qar-1,Test Product - QAR 1,<p>Internal testing product. Not for customer purchase.</p>,Ayira Mini Mart,,Testing,"internal, test",false,Title,Default,,,,,,,,TEST-001,0.0,shopify,0,deny,manual,1.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
dandy-stack-up-ice-cream-80ml,Dandy Stack Up Ice Cream 80ml,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0982,0.0,,0,continue,manual,1.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
dandy-choco-bar-ice-cream-60ml,Dandy Choco Bar Ice Cream 60ml,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0981,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
dandy-choco-nuts-ice-cream-85ml,Dandy Choco Nuts Ice Cream 85ml,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0980,0.0,,0,continue,manual,3.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
toblerone-ice-cream-65g,Toblerone Ice Cream 65g,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0979,0.0,,0,continue,manual,9.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
oazis-ice-cream,Oazis Ice Cream,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0978,0.0,,0,continue,manual,3.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
dandy-peanut-delight-ice-cream-100ml-2,DANDY Peanut Delight Ice Cream 100ml,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0977,0.0,,0,continue,manual,3.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-carrot-orange-juice-1-4l,Rani Carrot Orange Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0976,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-pomegranate-juice-1-4l,Rani Pomegranate Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0975,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-peach-juice-1-4l,Rani Peach Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0974,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-pineapple-juice-1-4l,Rani Pineapple Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0973,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-orange-juice-1-4l,Rani Orange Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0972,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-mango-juice-1-4l,Rani Mango Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0971,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-apple-juice-1-4l,Rani Apple Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0970,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-guava-juice-1-4l,Rani Guava Juice 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0969,0.0,,0,continue,manual,5.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-pineapple-coconut-240ml,Rani Float Pineapple Coconut 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0968,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-guava-240ml,Rani Float Guava 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0967,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-peach-240ml,Rani Float Peach 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0966,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-green-apple-238ml,Rani Float Green Apple 238ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0965,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-cocktail-240ml,Rani Float Cocktail 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0964,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-orange-240ml,Rani Float Orange 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0963,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
rani-float-pineapple-240ml,Rani Float Pineapple 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0962,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
tang-orange-instant-drink-powder-375g,Tang Orange Instant Drink Powder 375g,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0961,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-apple-nectar-refreshing-delight-200ml,Baladna Apple Nectar Refreshing Delight 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0960,0.0,,0,continue,manual,2.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
almarai-mixed-berry-nectar-1-4l,Almarai Mixed Berry Nectar 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0959,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
almarai-mixed-fruit-nectar-1-4l,Almarai Mixed Fruit Nectar 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0958,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
almarai-mango-nectar-1-4l,Almarai Mango Nectar 1.4L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0957,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-lemon-mint-drink-1-5l,Baladna Lemon & Mint Drink 1.5L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0956,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-orange-nectar-1-5l,Baladna Orange Nectar 1.5L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0955,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-apple-nectar-1-5l,Baladna Apple Nectar 1.5L,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0954,0.0,,0,continue,manual,12.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-mango-nectar-tropical-indulgence-200ml,Baladna Mango Nectar Tropical Indulgence 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0953,0.0,,0,continue,manual,2.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
baladna-orange-nectar-refreshing-delight-200ml,Baladna Orange Nectar Refreshing Delight 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0952,0.0,,0,continue,manual,2.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
red-bull-sugarfree-250ml,Red Bull Sugarfree 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0951,0.0,,0,continue,manual,10.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
red-bull-the-white-edition-coconut-berry-250ml,Red Bull The White Edition (Coconut & Berry) 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0950,0.0,,0,continue,manual,10.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
red-bull-the-apricot-edition-apricot-strawberry-250ml,Red Bull The Apricot Edition (Apricot & Strawberry) 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0949,0.0,,0,continue,manual,10.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
red-bull-the-sea-blue-edition-cherry-forest-fruits-250ml,Red Bull The Sea Blue Edition (Cherry & Forest Fruits) 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0948,0.0,,0,continue,manual,10.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
freez-mix-pineapple-coconut-carbonated-drink-275ml,Freez Mix Pineapple & Coconut Carbonated Drink 275ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0947,0.0,,0,continue,manual,5.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
pomegranate-nectar-250ml,Pomegranate Nectar 250ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,false,Title,Default Title,,,,,,,,AYR-0946,0.0,,0,continue,manual,2.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
kdd-iced-mocha-coffee-with-chocolate-milk-250-ml,KDD Iced Mocha Coffee with Chocolate Milk 250 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0945,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/erd3nz-kdd_20iced_20mocha_20coffee_20with_20chocolate_20milk_20250_20ml.png?v=1781344002,1,KDD Iced Mocha Coffee with Chocolate Milk 250 ml,false,,,,,,,,,,kg,,,draft
kdd-caff-latte-coffee-with-milk-250-ml,KDD Caffè Latte Coffee with Milk 250 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0944,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/2bzv0z-kdd_20caff_C3_A8_20latte_20coffee_20with_20milk_20250_20ml.png?v=1781344002,1,KDD Caffè Latte Coffee with Milk 250 ml,false,,,,,,,,,,kg,,,draft
kdd-caramel-macchiato-coffee-with-milk-250-ml,KDD Caramel Macchiato Coffee with Milk 250 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0943,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/ti6c99-kdd_20caramel_20macchiato_20coffee_20with_20milk_20250_20ml.png?v=1781344001,1,KDD Caramel Macchiato Coffee with Milk 250 ml,false,,,,,,,,,,kg,,,draft
mr-brown-iced-coffee-240-ml,Mr. Brown Iced Coffee 240 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0942,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/3xd7ch-mr._20brown_20iced_20coffee_20240_20ml.png?v=1781344000,1,Mr. Brown Iced Coffee 240 ml,false,,,,,,,,,,kg,,,draft
mr-brown-cappuccino-iced-coffee-240-ml,Mr. Brown Cappuccino Iced Coffee 240 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0941,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/q27ml0-mr._20brown_20cappuccino_20iced_20coffee_20240_20ml.png?v=1781344000,1,Mr. Brown Cappuccino Iced Coffee 240 ml,false,,,,,,,,,,kg,,,draft
mr-brown-caramel-latte-iced-coffee-240-ml,Mr. Brown Caramel Latte Iced Coffee 240 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0940,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/o1hcfo-mr._20brown_20caramel_20latte_20iced_20coffee_20240_20ml.png?v=1781343999,1,Mr. Brown Caramel Latte Iced Coffee 240 ml,false,,,,,,,,,,kg,,,draft
mr-brown-vanilla-iced-coffee-240-ml,Mr. Brown Vanilla Iced Coffee 240 ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,false,Title,Default Title,,,,,,,,AYR-0939,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/9cv2ck-mr._20brown_20vanilla_20iced_20coffee_20240_20ml.png?v=1781343998,1,Mr. Brown Vanilla Iced Coffee 240 ml,false,,,,,,,,,,kg,,,draft
al-rifai-french-coffee-250-gm,Al Rifai French Coffee 250 gm,"",Ayira Mini Mart,,Coffee & Coffee Drinks,Coffee & Coffee Drinks,false,Title,Default Title,,,,,,,,AYR-0938,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/oe-eue-al_20rifai_20french_20coffee_20250_20gm.jpg?v=1781343997,1,Al Rifai French Coffee 250 gm,false,,,,,,,,,,kg,,,draft
al-rifai-french-coffee-hazelnut-flavour-250-ml,Al Rifai French Coffee Hazelnut Flavour 250 ml,"",Ayira Mini Mart,,Coffee & Coffee Drinks,Coffee & Coffee Drinks,false,Title,Default Title,,,,,,,,AYR-0937,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/yadyu0-al_20rifai_20french_20coffee_20hazelnut_20flavour_20250_20ml.jpg?v=1781343997,1,Al Rifai French Coffee Hazelnut Flavour 250 ml,false,,,,,,,,,,kg,,,draft
al-rifai-turkish-coffee-with-cardamom-250-gm,Al Rifai Turkish Coffee with Cardamom 250 gm,"",Ayira Mini Mart,,Coffee & Coffee Drinks,Coffee & Coffee Drinks,false,Title,Default Title,,,,,,,,AYR-0936,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/66g6d3-al_20rifai_20turkish_20coffee_20with_20cardamom_20250_20gm.jpg?v=1781343996,1,Al Rifai Turkish Coffee with Cardamom 250 gm,false,,,,,,,,,,kg,,,draft
lker-coffee-biscuit-58-g,Ülker Coffee Biscuit 58 g,"",Ayira Mini Mart,,Biscuits,Biscuits,false,Title,Default Title,,,,,,,,AYR-0935,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/9unq9k-_C3_BClker_20coffee_20biscuit_20_E2_80_93_2058_20g.png?v=1781343995,1,Ülker Coffee Biscuit 58 g,false,,,,,,,,,,kg,,,draft
britannia-50-50-sweet-salty-biscuits-71-g,Britannia 50-50 Sweet & Salty Biscuits 71 g,"",Ayira Mini Mart,,Biscuits,Biscuits,false,Title,Default Title,,,,,,,,AYR-0934,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/2ibknd-britannia_2050-50_20sweet_20.png?v=1781343995,1,Britannia 50-50 Sweet & Salty Biscuits 71 g,false,,,,,,,,,,kg,,,draft
lker-rondo-kremali-banana-cream-biscuits-61-g,Ülker Rondo Kremaliı Banana Cream Biscuits 61 g,"",Ayira Mini Mart,,Biscuits,Biscuits,false,Title,Default Title,,,,,,,,AYR-0933,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/y9ad9o-_C3_BClker_20rondo_20kremali_C4_B1_20banana_20cream_20biscuits_2061_20g.jpg?v=1781343993,1,Ülker Rondo Kremaliı Banana Cream Biscuits 61 g,false,,,,,,,,,,kg,,,draft
napoleon-vanilla-flavour-butterscotch-candy-150-g,Napoleon Vanilla Flavour Butterscotch Candy 150 g,"",Ayira Mini Mart,,Chocolates,Chocolates,false,Title,Default Title,,,,,,,,AYR-0932,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/7s958c-napoleon_20vanilla_20flavour_20butterscotch_20candy_20150_20g.png?v=1781343993,1,Napoleon Vanilla Flavour Butterscotch Candy 150 g,false,,,,,,,,,,kg,,,draft
napoleon-original-butterscotch-candy-150-g,Napoleon Original Butterscotch Candy 150 g,"",Ayira Mini Mart,,Chocolates,Chocolates,false,Title,Default Title,,,,,,,,AYR-0931,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/pf124--napoleon_20original_20butterscotch_20candy_20150_20g.png?v=1781343992,1,Napoleon Original Butterscotch Candy 150 g,false,,,,,,,,,,kg,,,draft
pran-special-toast-rusk-385g,PRAN Special Toast (Rusk) – 385g,"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,false,Title,Default Title,,,,,,,,AYR-0930,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/rjf9gt-pran_20special_20toast_20_28rusk_29_20_E2_80_93_20385g.png?v=1781343991,1,PRAN Special Toast (Rusk) – 385g,false,,,,,,,,,,kg,,,draft
peanut-butter-bar-granio-milk-chocolate-40g,Peanut Butter Bar Granio Milk Chocolate 40g,"",Ayira Mini Mart,,Chocolates,Chocolates,false,Title,Default Title,,,,,,,,AYR-0929,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/pm-m6c-peanut_20butter_20bar_20granio_20milk_20chocolate_2040_20gm.png?v=1781343991,1,Peanut Butter Bar Granio Milk Chocolate 40g,false,,,,,,,,,,kg,,,draft
jordina-tropi-35-gm,Jordina Tropi 35 GM,"",Ayira Mini Mart,,Chocolates,Chocolates,false,Title,Default Title,,,,,,,,AYR-0928,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/cuvq8f-jordina_20tropi_2035_20gm.png?v=1781343990,1,Jordina Tropi 35 GM,false,,,,,,,,,,kg,,,draft
bliss-veggie-straws-original-27-g,Bliss Veggie Straws Original 27 g,"",Ayira Mini Mart,,Chips & Crisps,Chips & Crisps,false,Title,Default Title,,,,,,,,AYR-0927,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/u9u7qj-bliss_20veggie_20straws_20original_2027_20g.png?v=1781343989,1,Bliss Veggie Straws Original 27 g,false,,,,,,,,,,kg,,,draft
cheetos-flamin-hot-crunchy-cheese-flavour-snacks,Cheetos Flamin’ Hot Crunchy Cheese Flavour Snacks,"",Ayira Mini Mart,,Chips & Crisps,Chips & Crisps,false,Title,Default Title,,,,,,,,AYR-0926,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/0pwuxc-cheetos_20flamin_27_20hot_20crunchy_2025_20g_612115f3-2df8-40fb-8363-4a7937696f52.png?v=1781343988,1,Cheetos Flamin’ Hot Crunchy Cheese Flavour Snacks,false,,,,,,,,,,kg,,,draft
kdd-blitz-vanilla-ice-cream-with-raspberry-62-5g,KDD Blitz Vanilla Ice Cream with Raspberry 62.5g,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0925,0.0,,0,continue,manual,1.50,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
apple-fruity-ice,Apple Fruity Ice,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0924,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qmbf12-apple_20fruity_20ice.png?v=1781343987,1,Apple Fruity Ice,false,,,,,,,,,,kg,,,draft
delisimo-hazelnut-plombir-ice-cream-500g,Delisimo Hazelnut Plombir Ice Cream 500g,"",Ayira Mini Mart,,Ice Cream,Ice Cream,false,Title,Default Title,,,,,,,,AYR-0923,0.0,,0,continue,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/usm9gg-delisimo_20hazelnut_20plombir_20500_20g.png?v=1781343986,1,Delisimo Hazelnut Plombir Ice Cream 500g,false,,,,,,,,,,kg,,,draft
dabur-glucose-orange-flavoured-energy-powder-vitamin-c-calcium-500g,Dabur Glucose Orange Flavoured Energy Powder – Vitamin C & Calcium (500g),"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0922,0.0,,0,continue,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
dabur-glucose-d-energy-powder-vitamin-d-calcium-500g,Dabur Glucose-D Energy Powder – Vitamin D & Calcium (500g),"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,false,Title,Default Title,,,,,,,,AYR-0921,0.0,,0,continue,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,kg,,,draft
lusine-chocolate-sandwich-105-g,Lusine Chocolate Sandwich 105 g,"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0920,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/bqg9r0-lusine_20chocolate_20sandwich_20105_20g.png?v=1781343985,1,Lusine Chocolate Sandwich 105 g,false,,,,,,,,,,kg,,,active
lusine-biscuit-cream-butter-croissant-83-g,Lusine Biscuit Cream Butter Croissant (83 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0919,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/ceipan-lusine_20biscuit_20cream_20butter_20croissant_20_2883_20g_29.png?v=1781343983,1,Lusine Biscuit Cream Butter Croissant (83 g),false,,,,,,,,,,kg,,,active
lusine-cheese-croissant-60-g,Lusine Cheese Croissant (60 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0918,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/olj6se-lusine_20cheese_20croissant_20_2860_20g_29.png?v=1781343982,1,Lusine Cheese Croissant (60 g),false,,,,,,,,,,kg,,,active
lusine-pizza-puff-90-g,Lusine Pizza Puff (90 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0917,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/yv0ymd-lusine_20pizza_20puff_20_2890_20g_29.png?v=1781343981,1,Lusine Pizza Puff (90 g),false,,,,,,,,,,kg,,,active
lusine-chocolate-cupcake-30-g,Lusine Chocolate Cupcake (30 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0916,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/b5zydf-lusine_20chocolate_20cupcake_20_2830_20g_29.png?v=1781343980,1,Lusine Chocolate Cupcake (30 g),false,,,,,,,,,,kg,,,active
lusine-strawberry-cupcake-30-g,Lusine Strawberry Cupcake (30 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0915,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/u0ov4j-lusine_20strawberry_20cupcake_20_2830_20g_29.png?v=1781343979,1,Lusine Strawberry Cupcake (30 g),false,,,,,,,,,,kg,,,active
lusine-butter-croissant-85-g,Lusine Butter Croissant (85 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0914,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/6ig-nw-lusine_20butter_20croissant_20_2885_20g_29.png?v=1781343978,1,Lusine Butter Croissant (85 g),false,,,,,,,,,,kg,,,active
lusine-strawberry-cupcake-60-g,Lusine Strawberry Cupcake (60 g),"",Ayira Mini Mart,,Bakery & Pastries,Bakery & Pastries,true,Title,Default Title,,,,,,,,AYR-0913,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/bkt17g-lusine_20strawberry_20cupcake_20_2860_20g_29.png?v=1781343978,1,Lusine Strawberry Cupcake (60 g),false,,,,,,,,,,kg,,,active
